feature,importance
sensor11,0.4334265910325601
sensor9,0.12733918144044606
sensor4,0.09791855865048828
sensor12,0.047944699869664
sensor14,0.040213075914641724
sensor7,0.04004978570728291
sensor15,0.03589535983593745
sensor21,0.034536298367098456
sensor3,0.03131854487131498
sensor2,0.029900671000738982
sensor20,0.02572390128916582
sensor13,0.022711547431299838
sensor8,0.0217887067625743
sensor17,0.010461957264079825
sensor6,0.0007711205627072578
