feature,importance
sensor11,0.450485254565005
sensor12,0.1336134797873544
sensor9,0.0859309066399261
sensor14,0.03731225449562586
sensor7,0.03707800772931151
sensor4,0.03599210202207367
sensor6,0.035060903478366365
sensor15,0.02796018102189998
sensor3,0.027496705880678776
sensor21,0.02739293026483253
sensor13,0.025462077372025438
sensor2,0.025060621744497226
sensor8,0.021785809731308593
sensor20,0.02112833003759432
sensor17,0.00812561285150358
sensor10,0.00011482237799653274
